,Количество км,Вид доставки,Время суток,Наличие грузчика,Стоимость
1826,15632.0,Пеший,Раннее утро/поздний вечер,0,1821.22
1833,14382.0,Пеший,Раннее утро/поздний вечер,0,1875.7
1838,3832.0,Пеший,Ночь,0,565.93
1842,10532.0,Пеший,Рабочее время,1,1745.37
1845,10004.0,Пеший,Раннее утро/поздний вечер,0,1212.05
1846,1814.0,Пеший,Ночь,1,1200.99
1851,9850.0,Пеший,Раннее утро/поздний вечер,0,1094.71
1859,9512.0,Пеший,Раннее утро/поздний вечер,1,1934.54
1867,11084.0,Пеший,Раннее утро/поздний вечер,1,2055.84
1870,15102.0,Пеший,Раннее утро/поздний вечер,0,1845.89
1872,7158.0,Пеший,Раннее утро/поздний вечер,0,894.13
1873,15908.0,Пеший,Раннее утро/поздний вечер,0,1929.14
1892,2224.0,Пеший,Рабочее время,0,226.91
1901,9664.0,Пеший,Ночь,1,2350.91
1905,13310.0,Пеший,Рабочее время,0,1305.17
1918,3874.0,Пеший,Раннее утро/поздний вечер,0,416.71
1922,12224.0,Пеший,Раннее утро/поздний вечер,0,1467.35
1923,14088.0,Пеший,Рабочее время,1,2068.07
1928,14270.0,Пеший,Ночь,1,3053.9
1934,10052.0,Пеший,Ночь,1,2499.54
1935,10920.0,Пеший,Рабочее время,0,1074.81
1941,5866.0,Пеший,Ночь,0,897.52
1951,7968.0,Пеший,Раннее утро/поздний вечер,0,969.05
1962,7364.0,Пеший,Раннее утро/поздний вечер,1,1660.62
1967,4146.0,Пеший,Раннее утро/поздний вечер,0,617.96
1977,13994.0,Пеший,Рабочее время,0,1346.83
1978,1962.0,Пеший,Рабочее время,0,106.43
1979,5876.0,Пеший,Ночь,0,752.71
1981,12530.0,Пеший,Рабочее время,1,1813.67
1987,15384.0,Пеший,Ночь,0,2267.29
1993,1768.0,Пеший,Рабочее время,1,822.66
2001,9142.0,Пеший,Ночь,0,1356.35
2003,11480.0,Пеший,Раннее утро/поздний вечер,0,1374.64
2015,4850.0,Пеший,Рабочее время,0,549.84
2018,2634.0,Пеший,Ночь,0,401.52
2019,4324.0,Пеший,Рабочее время,1,1135.54
2022,12616.0,Пеший,Рабочее время,1,1897.08
2028,3338.0,Пеший,Раннее утро/поздний вечер,0,528.68
2029,14942.0,Пеший,Раннее утро/поздний вечер,0,1831.42
2032,3072.0,Пеший,Раннее утро/поздний вечер,1,1274.65
2037,10268.0,Пеший,Рабочее время,1,1652.82
2041,5036.0,Пеший,Раннее утро/поздний вечер,0,638.47
2046,12042.0,Пеший,Рабочее время,0,1380.95
2048,9938.0,Пеший,Ночь,0,1389.22
2050,5988.0,Пеший,Ночь,0,888.68
2054,15380.0,Пеший,Рабочее время,1,2288.75
2056,10506.0,Пеший,Рабочее время,0,1068.31
2067,15778.0,Пеший,Рабочее время,1,2227.63
2068,8902.0,Пеший,Рабочее время,1,1400.3
2070,5268.0,Пеший,Ночь,1,1822.92
2071,1038.0,Пеший,Раннее утро/поздний вечер,0,208.88
2072,2112.0,Пеший,Рабочее время,0,251.34
2078,9276.0,Пеший,Рабочее время,1,1591.76
2087,14564.0,Пеший,Раннее утро/поздний вечер,1,2595.94
2088,10722.0,Пеший,Ночь,1,2450.08
2089,14044.0,Пеший,Рабочее время,1,2115.61
2094,10888.0,Пеший,Раннее утро/поздний вечер,0,1258.6
2095,8406.0,Пеший,Рабочее время,0,863.28
2096,5020.0,Пеший,Ночь,0,785.48
2097,2646.0,Пеший,Раннее утро/поздний вечер,1,1091.55
2099,3002.0,Пеший,Раннее утро/поздний вечер,0,440.89
2101,3072.0,Пеший,Рабочее время,0,301.14
2109,13700.0,Пеший,Раннее утро/поздний вечер,0,1584.74
2112,4928.0,Пеший,Рабочее время,1,1022.99
2115,2206.0,Пеший,Рабочее время,0,333.07
2120,9196.0,Пеший,Ночь,1,2376.62
2122,7496.0,Пеший,Раннее утро/поздний вечер,1,1622.14
2128,2766.0,Пеший,Раннее утро/поздний вечер,1,972.39
2129,6306.0,Пеший,Рабочее время,1,1277.48
2134,2720.0,Пеший,Раннее утро/поздний вечер,0,250.19
2138,13142.0,Пеший,Ночь,1,3039.82
2143,4240.0,Пеший,Ночь,0,710.49
2147,3632.0,Пеший,Ночь,0,606.18
2154,4660.0,Пеший,Ночь,1,1619.24
2156,11946.0,Пеший,Раннее утро/поздний вечер,0,1443.42
2157,11620.0,Пеший,Рабочее время,0,1214.61
2167,11820.0,Пеший,Ночь,0,1840.23
2169,14872.0,Пеший,Рабочее время,1,2190.16
2172,12742.0,Пеший,Раннее утро/поздний вечер,0,1576.0
2173,6804.0,Пеший,Ночь,0,916.55
2178,3848.0,Пеший,Рабочее время,0,473.72
2184,2410.0,Пеший,Ночь,1,1383.81
2198,1640.0,Пеший,Ночь,1,1148.68
2201,14224.0,Пеший,Рабочее время,0,1451.72
2204,11522.0,Пеший,Раннее утро/поздний вечер,1,2130.35
2212,8104.0,Пеший,Рабочее время,0,947.04
2222,13524.0,Пеший,Ночь,0,2066.54
2225,15376.0,Пеший,Рабочее время,1,2296.5
2227,14698.0,Пеший,Рабочее время,1,2138.25
2228,6128.0,Пеший,Ночь,1,1927.58
2230,12118.0,Пеший,Раннее утро/поздний вечер,0,1609.36
2243,5218.0,Пеший,Раннее утро/поздний вечер,1,1398.38
2244,12604.0,Пеший,Рабочее время,0,1342.11
2256,7036.0,Пеший,Ночь,1,1987.39
2261,6264.0,Пеший,Рабочее время,0,656.67
2264,3448.0,Пеший,Рабочее время,0,484.37
2269,13654.0,Пеший,Ночь,1,2981.34
2271,6246.0,Пеший,Ночь,0,1058.0
2274,1782.0,Пеший,Рабочее время,1,764.6
2277,13832.0,Пеший,Рабочее время,0,1446.42
2282,5052.0,Пеший,Рабочее время,1,1190.33
2283,14954.0,Пеший,Раннее утро/поздний вечер,0,1877.2
2284,7168.0,Пеший,Рабочее время,1,1432.73
2288,1900.0,Пеший,Раннее утро/поздний вечер,1,1009.11
2292,9442.0,Пеший,Раннее утро/поздний вечер,1,1955.01
2294,12764.0,Пеший,Рабочее время,0,1252.26
2295,12866.0,Пеший,Рабочее время,0,1262.66
2308,14172.0,Пеший,Раннее утро/поздний вечер,0,1816.43
2310,10588.0,Пеший,Ночь,0,1563.86
2311,9930.0,Пеший,Раннее утро/поздний вечер,1,1984.29
2312,1464.0,Пеший,Рабочее время,1,776.43
2327,14408.0,Пеший,Рабочее время,0,1468.98
2328,2788.0,Пеший,Раннее утро/поздний вечер,1,1138.16
2329,4856.0,Пеший,Раннее утро/поздний вечер,0,553.39
2340,13788.0,Пеший,Рабочее время,1,1978.13
2343,12762.0,Пеший,Рабочее время,0,1225.83
2351,11384.0,Пеший,Раннее утро/поздний вечер,0,1392.32
2353,10918.0,Пеший,Ночь,0,1608.83
2358,4238.0,Пеший,Рабочее время,1,1008.48
2359,2712.0,Пеший,Рабочее время,0,286.4
2360,13200.0,Пеший,Раннее утро/поздний вечер,0,1579.91
2362,8432.0,Пеший,Рабочее время,1,1574.77
2364,1616.0,Пеший,Ночь,1,1081.9
2365,3564.0,Пеший,Рабочее время,1,961.41
2368,5312.0,Пеший,Рабочее время,1,1130.19
2372,4132.0,Пеший,Рабочее время,1,1189.96
2375,14078.0,Пеший,Рабочее время,1,2098.45
2381,12442.0,Пеший,Рабочее время,0,1265.67
2384,7440.0,Пеший,Раннее утро/поздний вечер,1,1563.52
2390,4200.0,Пеший,Ночь,1,1689.41
2393,1108.0,Пеший,Раннее утро/поздний вечер,1,868.17
2395,4370.0,Пеший,Ночь,1,1648.93
2400,14538.0,Пеший,Рабочее время,1,2133.17
2410,13584.0,Пеший,Раннее утро/поздний вечер,1,2310.53
2411,5318.0,Пеший,Ночь,0,864.17
2413,3878.0,Пеший,Ночь,1,1408.11
2414,13540.0,Пеший,Рабочее время,1,2068.83
2420,11782.0,Пеший,Рабочее время,1,1729.8
2421,12010.0,Пеший,Ночь,1,2603.51
2427,9738.0,Пеший,Ночь,1,2267.52
2428,2896.0,Пеший,Раннее утро/поздний вечер,0,277.9
2431,7620.0,Пеший,Раннее утро/поздний вечер,1,1589.1
2433,15426.0,Пеший,Раннее утро/поздний вечер,0,1888.4
2434,10048.0,Пеший,Ночь,0,1664.28
2441,4520.0,Пеший,Рабочее время,1,1064.26
2443,9218.0,Пеший,Раннее утро/поздний вечер,0,1254.44
2444,3698.0,Пеший,Ночь,1,1547.76
2449,3498.0,Пеший,Ночь,1,1528.33
2453,5734.0,Пеший,Рабочее время,0,697.19
2454,8036.0,Пеший,Ночь,0,1237.86
2468,11364.0,Пеший,Ночь,1,2565.64
2469,10666.0,Пеший,Ночь,1,2591.87
2470,5874.0,Пеший,Раннее утро/поздний вечер,1,1491.16
2472,11478.0,Пеший,Ночь,0,1738.82
2473,7782.0,Пеший,Рабочее время,0,725.86
2475,2852.0,Пеший,Раннее утро/поздний вечер,1,1070.01
2477,15426.0,Пеший,Ночь,0,2388.22
2482,7262.0,Пеший,Рабочее время,1,1474.8
2484,9814.0,Пеший,Рабочее время,1,1690.63
2497,1922.0,Пеший,Ночь,0,160.54
2498,9304.0,Пеший,Рабочее время,1,1660.5
2499,12550.0,Пеший,Рабочее время,1,1919.12
2503,7202.0,Пеший,Рабочее время,0,716.17
2505,2476.0,Пеший,Рабочее время,0,248.04
2508,6362.0,Пеший,Ночь,1,1960.22
2509,2538.0,Пеший,Раннее утро/поздний вечер,0,258.8
2510,15666.0,Пеший,Раннее утро/поздний вечер,1,2617.04
2511,9594.0,Пеший,Ночь,1,2286.45
2512,9740.0,Пеший,Рабочее время,0,940.07
2519,5976.0,Пеший,Рабочее время,1,1202.45
2521,14752.0,Пеший,Ночь,1,3109.77
2525,8142.000000000001,Пеший,Раннее утро/поздний вечер,1,1685.3
2526,5696.0,Пеший,Ночь,1,1787.13
2528,8864.0,Пеший,Раннее утро/поздний вечер,0,987.32
2530,13926.0,Пеший,Рабочее время,1,2062.3
2531,15952.0,Пеший,Раннее утро/поздний вечер,0,1850.76
2533,12794.0,Пеший,Раннее утро/поздний вечер,0,1617.28
2537,12244.0,Пеший,Раннее утро/поздний вечер,1,2220.56
2538,5204.0,Пеший,Рабочее время,1,1131.09
2539,14388.0,Пеший,Рабочее время,1,2062.96
2540,1476.0,Пеший,Ночь,1,1186.94
2541,2048.0,Пеший,Раннее утро/поздний вечер,1,1123.5
2546,4944.0,Пеший,Ночь,1,1686.05
2547,13872.0,Пеший,Рабочее время,0,1321.13
2553,11952.0,Пеший,Ночь,0,1756.39
2554,13178.0,Пеший,Раннее утро/поздний вечер,1,2342.74
2556,14388.0,Пеший,Ночь,1,3128.34
2562,4670.0,Пеший,Раннее утро/поздний вечер,1,1248.56
2567,2188.0,Пеший,Рабочее время,1,888.03
2572,14550.0,Пеший,Раннее утро/поздний вечер,0,1775.11
2574,4456.0,Пеший,Раннее утро/поздний вечер,0,512.65
2575,6066.0,Пеший,Рабочее время,1,1306.54
2577,6026.0,Пеший,Ночь,1,1836.67
2579,10904.0,Пеший,Рабочее время,1,1630.73
2581,6032.0,Пеший,Рабочее время,0,651.49
2590,11558.0,Пеший,Ночь,1,2608.05
2591,1496.0,Пеший,Раннее утро/поздний вечер,1,956.59
2593,2592.0,Пеший,Ночь,1,1370.29
2596,13830.0,Пеший,Раннее утро/поздний вечер,0,1739.56
2597,6594.0,Пеший,Раннее утро/поздний вечер,1,1591.45
2600,4156.0,Пеший,Ночь,0,653.28
2602,3688.0,Пеший,Рабочее время,1,968.01
2603,7386.0,Пеший,Рабочее время,1,1307.42
2607,9868.0,Пеший,Ночь,0,1484.05
2608,6202.0,Пеший,Раннее утро/поздний вечер,0,781.28
2609,4620.0,Пеший,Раннее утро/поздний вечер,1,1298.84
2612,13220.0,Пеший,Рабочее время,1,2059.04
2615,9926.0,Пеший,Ночь,0,1548.0
2622,4988.0,Пеший,Рабочее время,1,1087.54
2625,6220.0,Пеший,Ночь,0,914.76
2636,14268.0,Пеший,Ночь,1,3163.32
2642,9126.0,Пеший,Ночь,0,1407.78
2646,5516.0,Пеший,Ночь,0,783.03
2647,5646.0,Пеший,Рабочее время,0,528.29
2654,6404.0,Пеший,Рабочее время,0,676.89
2666,4926.0,Пеший,Рабочее время,1,1071.55
2667,6734.0,Пеший,Раннее утро/поздний вечер,0,767.4
2668,4952.0,Пеший,Ночь,0,635.88
2669,11154.0,Пеший,Рабочее время,1,1715.79
2671,14934.0,Пеший,Ночь,0,2297.24
2674,9876.0,Пеший,Ночь,1,2286.69
2676,13326.0,Пеший,Рабочее время,0,1443.45
2677,6680.0,Пеший,Ночь,0,1039.68
2678,10348.0,Пеший,Ночь,0,1589.38
2683,8936.0,Пеший,Рабочее время,0,817.7
2688,14302.0,Пеший,Рабочее время,0,1576.5
2693,2596.0,Пеший,Ночь,0,457.78
2696,2042.0,Пеший,Ночь,0,460.69
2698,1636.0,Пеший,Раннее утро/поздний вечер,1,922.13
2702,3740.0,Пеший,Ночь,1,1428.58
2708,6112.0,Пеший,Ночь,0,1051.26
2709,8590.0,Пеший,Ночь,0,1334.83
2720,2500.0,Пеший,Рабочее время,0,224.54
2728,8142.000000000001,Пеший,Ночь,1,2225.21
2742,5840.0,Пеший,Ночь,1,1768.55
2749,6612.0,Пеший,Рабочее время,0,676.45
2756,1820.0,Пеший,Раннее утро/поздний вечер,0,269.5
2760,3780.0,Пеший,Раннее утро/поздний вечер,0,515.47
2766,5328.0,Пеший,Ночь,0,879.12
2767,5122.0,Пеший,Раннее утро/поздний вечер,1,1405.43
2772,8668.0,Пеший,Раннее утро/поздний вечер,0,1083.96
2777,10628.0,Пеший,Рабочее время,1,1702.53
2781,14078.0,Пеший,Раннее утро/поздний вечер,1,2512.77
2788,15330.0,Пеший,Раннее утро/поздний вечер,0,1880.39
2790,8584.0,Пеший,Рабочее время,0,991.84
2792,3468.0,Пеший,Ночь,0,598.73
2799,10638.0,Пеший,Рабочее время,0,1163.6
2802,7038.0,Пеший,Раннее утро/поздний вечер,1,1628.28
2803,13210.0,Пеший,Рабочее время,1,2094.4
2804,3188.0,Пеший,Раннее утро/поздний вечер,0,393.76
2806,5190.0,Пеший,Рабочее время,1,1144.27
2815,6648.0,Пеший,Раннее утро/поздний вечер,0,829.13
2817,15260.0,Пеший,Ночь,0,2390.41
2830,10810.0,Пеший,Раннее утро/поздний вечер,1,2089.32
2838,1332.0,Пеший,Рабочее время,1,879.79
2848,4578.0,Пеший,Раннее утро/поздний вечер,0,654.23
2851,4362.0,Пеший,Ночь,1,1590.11
2854,10356.0,Пеший,Рабочее время,0,1183.47
2869,10754.0,Пеший,Ночь,1,2471.03
2870,15258.0,Пеший,Раннее утро/поздний вечер,1,2577.86
2876,15032.0,Пеший,Раннее утро/поздний вечер,1,2674.95
2878,13480.0,Пеший,Рабочее время,1,2034.34
2879,1434.0,Пеший,Ночь,1,1201.5
2882,9512.0,Пеший,Раннее утро/поздний вечер,1,1854.98
2885,7586.0,Пеший,Ночь,1,2056.85
2886,15046.0,Пеший,Рабочее время,1,2262.31
2888,11796.0,Пеший,Рабочее время,0,1128.45
2891,3334.0,Пеший,Раннее утро/поздний вечер,1,1216.17
2897,13310.0,Пеший,Ночь,0,2135.35
2899,8878.0,Пеший,Ночь,0,1329.24
2901,7782.0,Пеший,Раннее утро/поздний вечер,0,915.68
2902,2027.9999999999998,Пеший,Рабочее время,0,269.06
2907,15890.0,Пеший,Рабочее время,1,2213.61
2908,5124.0,Пеший,Ночь,1,1741.02
2909,14926.0,Пеший,Раннее утро/поздний вечер,0,1832.81
2915,15070.0,Пеший,Рабочее время,0,1510.4
2920,1814.0,Пеший,Ночь,0,327.33
2921,9794.0,Пеший,Ночь,0,1391.68
2929,9366.0,Пеший,Рабочее время,0,1008.25
2933,12874.0,Пеший,Раннее утро/поздний вечер,1,2285.63
2934,6856.0,Пеший,Ночь,1,1872.05
2943,12686.0,Пеший,Ночь,0,1817.52
2947,11042.0,Пеший,Раннее утро/поздний вечер,0,1405.87
2953,12670.0,Пеший,Ночь,0,1970.33
2954,9954.0,Пеший,Раннее утро/поздний вечер,0,1121.83
2956,9424.0,Пеший,Ночь,0,1501.94
2958,6248.0,Пеший,Ночь,1,1812.51
2967,14066.0,Пеший,Рабочее время,0,1487.6
2968,10166.0,Пеший,Раннее утро/поздний вечер,0,1353.25
2969,15792.0,Пеший,Рабочее время,0,1665.78
2974,6654.0,Пеший,Ночь,1,1800.8
2979,13534.0,Пеший,Раннее утро/поздний вечер,0,1622.42
2980,15070.0,Пеший,Ночь,1,3324.18
2985,4054.0,Пеший,Рабочее время,0,581.53
2987,2172.0,Пеший,Ночь,1,1239.83
2989,12010.0,Пеший,Рабочее время,0,1360.06
2994,10368.0,Пеший,Раннее утро/поздний вечер,1,1942.72
2996,3740.0,Пеший,Ночь,0,630.44
3000,2464.0,Пеший,Раннее утро/поздний вечер,0,326.66
3001,2500.0,Пеший,Рабочее время,1,968.73
3011,3502.0,Пеший,Раннее утро/поздний вечер,0,430.88
3014,12296.0,Пеший,Раннее утро/поздний вечер,1,2281.9
3017,7798.0,Пеший,Раннее утро/поздний вечер,1,1638.07
3018,5696.0,Пеший,Рабочее время,1,1196.96
3023,12534.0,Пеший,Рабочее время,1,1895.54
3024,11700.0,Пеший,Рабочее время,1,1819.32
3025,5542.0,Пеший,Раннее утро/поздний вечер,0,676.34
3027,4202.0,Пеший,Рабочее время,1,1149.57
3028,8554.0,Пеший,Рабочее время,1,1536.41
3033,11914.0,Пеший,Раннее утро/поздний вечер,1,2085.62
3046,3724.0,Пеший,Раннее утро/поздний вечер,1,1141.41
3053,15476.0,Пеший,Ночь,0,2307.83
3055,10996.0,Пеший,Рабочее время,1,1771.95
3065,13154.0,Пеший,Рабочее время,0,1336.92
3070,6278.0,Пеший,Рабочее время,0,679.05
3071,8700.0,Пеший,Раннее утро/поздний вечер,1,1758.86
3073,5418.0,Пеший,Ночь,1,1812.55
3075,11122.0,Пеший,Ночь,1,2645.31
3084,5914.0,Пеший,Раннее утро/поздний вечер,1,1385.86
3087,4067.9999999999995,Пеший,Рабочее время,0,543.62
3089,5224.0,Пеший,Ночь,1,1795.99
3101,9412.0,Пеший,Рабочее время,1,1630.07
3103,3412.0,Пеший,Раннее утро/поздний вечер,0,535.73
3107,9776.0,Пеший,Рабочее время,0,1033.33
3108,14804.0,Пеший,Раннее утро/поздний вечер,1,2555.53
3109,7128.0,Пеший,Раннее утро/поздний вечер,1,1712.52
3113,4796.0,Пеший,Раннее утро/поздний вечер,1,1252.3
3114,2768.0,Пеший,Раннее утро/поздний вечер,1,1017.56
3117,7946.0,Пеший,Раннее утро/поздний вечер,1,1597.16
3120,3240.0,Пеший,Ночь,1,1524.08
3124,13554.0,Пеший,Ночь,1,3005.78
3126,9378.0,Пеший,Рабочее время,1,1683.21
3129,7540.0,Пеший,Ночь,1,2023.55
3132,13494.0,Пеший,Раннее утро/поздний вечер,0,1681.95
3138,1520.0,Пеший,Раннее утро/поздний вечер,1,923.58
3141,3146.0,Пеший,Ночь,1,1496.91
3142,13942.0,Пеший,Рабочее время,1,1935.15
3145,4388.0,Пеший,Рабочее время,1,1172.96
3149,2540.0,Пеший,Ночь,0,449.98
3166,9188.0,Пеший,Ночь,1,2423.21
3167,14892.0,Пеший,Раннее утро/поздний вечер,1,2594.72
3170,9632.0,Пеший,Рабочее время,1,1545.44
3173,6174.0,Пеший,Раннее утро/поздний вечер,0,876.77
3175,6644.0,Пеший,Рабочее время,0,742.34
3176,14794.0,Пеший,Раннее утро/поздний вечер,1,2535.81
3182,13090.0,Пеший,Ночь,1,2978.79
3184,13832.0,Пеший,Ночь,1,2954.98
3185,4452.0,Пеший,Ночь,1,1670.05
3187,8830.0,Пеший,Раннее утро/поздний вечер,1,1753.76
3189,8796.0,Пеший,Рабочее время,1,1542.41
3190,8456.0,Пеший,Ночь,1,2106.73
3192,10720.0,Пеший,Ночь,0,1540.22
3193,3722.0,Пеший,Ночь,1,1530.11
3194,2890.0,Пеший,Ночь,0,310.1
3195,6844.0,Пеший,Раннее утро/поздний вечер,1,1556.01
3199,5372.0,Пеший,Ночь,1,1799.66
3200,1298.0,Пеший,Раннее утро/поздний вечер,0,224.17
3201,4896.0,Пеший,Ночь,1,1616.77
3208,11748.0,Пеший,Рабочее время,1,1777.89
3215,7154.0,Пеший,Рабочее время,0,812.03
3216,2608.0,Пеший,Рабочее время,0,313.91
3217,6162.0,Пеший,Ночь,1,1804.54
3222,14760.0,Пеший,Раннее утро/поздний вечер,0,1700.07
3224,5250.0,Пеший,Раннее утро/поздний вечер,0,750.27
3226,2478.0,Пеший,Раннее утро/поздний вечер,1,1108.01
3228,14470.0,Пеший,Раннее утро/поздний вечер,1,2444.39
3229,6234.0,Пеший,Рабочее время,0,686.78
3237,13198.0,Пеший,Ночь,0,2079.16
3243,4626.0,Пеший,Ночь,1,1562.11
3247,5040.0,Пеший,Раннее утро/поздний вечер,1,1353.86
3249,12552.0,Пеший,Рабочее время,0,1280.76
3257,15186.0,Пеший,Рабочее время,0,1533.2
3262,5272.0,Пеший,Рабочее время,1,1104.84
3264,15624.0,Пеший,Раннее утро/поздний вечер,0,1961.79
3266,10572.0,Пеший,Рабочее время,1,1735.25
3267,15790.0,Пеший,Рабочее время,0,1650.37
3268,10932.0,Пеший,Ночь,0,1671.26
3274,1706.0,Пеший,Рабочее время,0,283.43
3282,5240.0,Пеший,Раннее утро/поздний вечер,0,744.88
3298,13248.0,Пеший,Раннее утро/поздний вечер,1,2458.28
3304,4490.0,Пеший,Рабочее время,1,1054.09
3307,11060.0,Пеший,Ночь,0,1829.7
3312,10090.0,Пеший,Раннее утро/поздний вечер,1,2093.93
3328,7720.0,Пеший,Рабочее время,0,870.26
3330,4912.0,Пеший,Раннее утро/поздний вечер,1,1254.82
3332,8952.0,Пеший,Раннее утро/поздний вечер,1,1705.41
3338,5260.0,Пеший,Ночь,0,884.71
3350,3580.0,Пеший,Рабочее время,1,958.9
3354,4142.0,Пеший,Ночь,0,626.16
3358,7304.0,Пеший,Раннее утро/поздний вечер,1,1581.47
3363,13644.0,Пеший,Раннее утро/поздний вечер,1,2326.0
3365,3288.0,Пеший,Раннее утро/поздний вечер,1,1133.18
3372,10562.0,Пеший,Рабочее время,1,1715.36
3375,1516.0,Пеший,Рабочее время,0,183.27
3383,2994.0,Пеший,Ночь,1,1360.97
3384,4876.0,Пеший,Ночь,1,1561.67
3385,7620.0,Пеший,Раннее утро/поздний вечер,1,1603.9
3394,12436.0,Пеший,Ночь,1,2717.15
3395,6688.0,Пеший,Ночь,0,953.65
3406,1260.0,Пеший,Рабочее время,0,165.35
3409,6010.0,Пеший,Ночь,0,939.89
3415,4394.0,Пеший,Раннее утро/поздний вечер,1,1291.22
3417,11076.0,Пеший,Ночь,0,1833.32
3421,2384.0,Пеший,Рабочее время,0,257.28
3425,11922.0,Пеший,Раннее утро/поздний вечер,0,1321.48
3428,9296.0,Пеший,Раннее утро/поздний вечер,1,1821.95
3438,11252.0,Пеший,Раннее утро/поздний вечер,1,2044.65
3442,8942.0,Пеший,Раннее утро/поздний вечер,0,1131.17
3446,10326.0,Пеший,Раннее утро/поздний вечер,0,1283.19
3449,5314.0,Пеший,Раннее утро/поздний вечер,0,642.07
3461,8500.0,Пеший,Раннее утро/поздний вечер,1,1869.25
3469,9940.0,Пеший,Ночь,1,2394.3
3472,12022.0,Пеший,Раннее утро/поздний вечер,0,1491.22
3475,11810.0,Пеший,Ночь,0,1770.03
3477,14502.0,Пеший,Раннее утро/поздний вечер,0,1835.57
3480,3986.0,Пеший,Раннее утро/поздний вечер,0,397.94
3482,6962.0,Пеший,Ночь,0,1001.1
3484,5820.000000000001,Пеший,Рабочее время,0,685.18
3486,9734.0,Пеший,Раннее утро/поздний вечер,1,1975.54
3497,2068.0,Пеший,Рабочее время,0,323.6
3500,9476.0,Пеший,Ночь,1,2266.52
3509,14150.0,Пеший,Ночь,1,3049.37
3513,15798.0,Пеший,Рабочее время,0,1579.44
3516,10498.0,Пеший,Раннее утро/поздний вечер,1,2042.55
3524,5866.0,Пеший,Ночь,0,913.22
3525,11600.0,Пеший,Ночь,1,2674.06
3529,3068.0,Пеший,Ночь,1,1447.86
3533,11502.0,Пеший,Ночь,1,2625.4
3536,1806.0,Пеший,Рабочее время,1,721.52
3537,13222.0,Пеший,Раннее утро/поздний вечер,1,2365.1
3539,5722.0,Пеший,Ночь,0,916.13
3542,10766.0,Пеший,Рабочее время,1,1627.48
3557,6952.0,Пеший,Рабочее время,0,640.82
3565,2738.0,Пеший,Раннее утро/поздний вечер,0,334.5
3569,7592.0,Пеший,Раннее утро/поздний вечер,1,1594.52
3570,4540.0,Пеший,Раннее утро/поздний вечер,1,1244.02
3576,7978.0,Пеший,Ночь,1,1967.55
3577,1702.0,Пеший,Ночь,1,1229.69
3580,2158.0,Пеший,Раннее утро/поздний вечер,1,1012.98
3581,10844.0,Пеший,Рабочее время,1,1635.73
3591,1802.0,Пеший,Ночь,0,205.88
3597,4582.0,Пеший,Раннее утро/поздний вечер,0,581.16
3599,10802.0,Пеший,Раннее утро/поздний вечер,1,2085.45
3606,15648.0,Пеший,Рабочее время,0,1563.6
3609,9710.0,Пеший,Раннее утро/поздний вечер,0,1175.14
3610,6916.0,Пеший,Рабочее время,1,1212.09
3616,5666.0,Пеший,Ночь,0,827.9
3617,5940.0,Пеший,Рабочее время,1,1223.89
3619,13364.0,Пеший,Раннее утро/поздний вечер,0,1667.45
3640,15082.0,Пеший,Рабочее время,1,2154.84
3642,8892.0,Пеший,Рабочее время,0,1000.71
3647,1478.0,Пеший,Раннее утро/поздний вечер,1,1033.11
3656,9956.0,Пеший,Рабочее время,0,1027.67
3658,15190.0,Пеший,Рабочее время,1,2173.66
3663,2414.0,Пеший,Ночь,1,1276.2
3665,4428.0,Пеший,Ночь,1,1532.83
3666,7826.0,Пеший,Раннее утро/поздний вечер,0,1037.99
3673,3088.0,Пеший,Раннее утро/поздний вечер,0,438.59
3674,12870.0,Пеший,Рабочее время,1,1898.66
3675,6902.0,Пеший,Ночь,0,1065.87
3683,4614.0,Пеший,Рабочее время,0,576.78
3684,8104.0,Пеший,Раннее утро/поздний вечер,1,1775.64
3686,3618.0,Пеший,Ночь,1,1497.98
3687,1574.0,Пеший,Раннее утро/поздний вечер,1,865.95
3691,5474.0,Пеший,Раннее утро/поздний вечер,0,672.31
3693,5180.0,Пеший,Ночь,1,1659.23
3699,13002.0,Пеший,Ночь,0,1836.04
3700,3796.0,Пеший,Рабочее время,1,922.08
3701,15194.0,Пеший,Раннее утро/поздний вечер,0,1877.01
3703,6102.0,Пеший,Рабочее время,0,720.92
3709,10144.0,Пеший,Рабочее время,0,1037.22
3711,13380.0,Пеший,Рабочее время,1,1978.89
3712,14214.0,Пеший,Рабочее время,1,2126.41
3718,7678.0,Пеший,Ночь,1,2082.7
3726,15850.0,Пеший,Рабочее время,1,2298.98
3732,10736.0,Пеший,Ночь,0,1657.98
3733,2618.0,Пеший,Раннее утро/поздний вечер,0,353.5
3743,6372.0,Пеший,Раннее утро/поздний вечер,1,1609.71
3744,10450.0,Пеший,Ночь,1,2509.45
3745,3430.0,Пеший,Раннее утро/поздний вечер,1,1084.12
3748,9456.0,Пеший,Рабочее время,0,1093.4
3752,11208.0,Пеший,Раннее утро/поздний вечер,0,1449.46
3757,2088.0,Пеший,Рабочее время,0,233.92
3761,13124.0,Пеший,Ночь,0,2121.61
3762,7316.0,Пеший,Рабочее время,0,833.01
3764,9804.0,Пеший,Рабочее время,1,1521.12
3765,4810.000000000001,Пеший,Ночь,0,770.17
3767,2006.0,Пеший,Ночь,0,177.52
3771,9144.0,Пеший,Рабочее время,0,1062.14
3775,13470.0,Пеший,Рабочее время,0,1390.32
